"l [mm]","Voltage [V]","w [mm]","Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
26,0,32,2.24,-0.406277892346561
26,0,32,2.26,-0.426357835310382
26,0,32,2.28,-0.448909577850177
26,0,32,2.3,-0.47448072433462
26,0,32,2.32,-0.503783401528245
26,0,32,2.34,-0.53775650095501
26,0,32,2.36,-0.577656567654978
26,0,32,2.38,-0.625192975706181
26,0,32,2.4,-0.682732906335797
26,0,32,2.42,-0.753618492237496
26,0,32,2.44,-0.842667488475786
26,0,32,2.46,-0.956978530642856
26,0,32,2.48,-1.10724431629786
26,0,32,2.5,-1.30989661479814
26,0,32,2.52,-1.59050879772454
26,0,32,2.54,-1.98857808287017
26,0,32,2.56,-2.56125596769457
26,0,32,2.58,-3.37140967713594
26,0,32,2.6,-4.40350626696417
26,0,32,2.62,-5.31033911017705
26,0,32,2.64,-5.35804579493888
26,0,32,2.66,-4.47668716654333
26,0,32,2.68,-3.40407408949102
26,0,32,2.7,-2.55485343737047
26,0,32,2.72,-1.96312019867508
26,0,32,2.74,-1.56203145211436
26,0,32,2.76,-1.28804245726272
26,0,32,2.78,-1.09720989244144
26,0,32,2.8,-0.961358357321229
26,1,32,1.8,-0.197752091309347
26,1,32,1.82,-0.203194875272206
26,1,32,1.84,-0.208827385066978
26,1,32,1.86,-0.214661045274977
26,1,32,1.88,-0.220709217807042
26,1,32,1.9,-0.226987423369386
26,1,32,1.92,-0.233513613199287
26,1,32,1.94,-0.240308502277772
26,1,32,1.96,-0.2473959781783
26,1,32,1.98,-0.254803603540174
26,1,32,2,-0.262563235159279
26,1,32,2.02,-0.270711789276252
26,1,32,2.04,-0.279292191381385
26,1,32,2.06,-0.288354560544428
26,1,32,2.08,-0.297957694045656
26,1,32,2.1,-0.308170939547746
26,1,32,2.12,-0.319076571541575
26,1,32,2.14,-0.330772829735911
26,1,32,2.16,-0.343377834486313
26,1,32,2.18,-0.357034675823414
26,1,32,2.2,-0.371918089592256
26,1,32,2.22,-0.388243304243585
26,1,32,2.24,-0.406277892346561
26,1,32,2.26,-0.426357835310382
26,1,32,2.28,-0.448909577850177
26,1,32,2.3,-0.47448072433462
26,1,32,2.32,-0.503783401528245
26,1,32,2.34,-0.53775650095501
26,1,32,2.36,-0.577656567654978
26,1,32,2.38,-0.625192975706181
26,1,32,2.4,-0.682732906335797
26,1,32,2.42,-0.753618492237496
26,1,32,2.44,-0.842667488475786
26,1,32,2.46,-0.956978530642856
26,1,32,2.48,-1.10724431629786
26,1,32,2.5,-1.30989661479814
26,1,32,2.52,-1.59050879772454
26,1,32,2.54,-1.98857808287017
26,1,32,2.56,-2.56125596769457
26,1,32,2.58,-3.37140967713594
26,1,32,2.6,-4.40350626696417
26,1,32,2.62,-5.31033911017705
26,1,32,2.64,-5.35804579493888
26,1,32,2.66,-4.47668716654333
26,1,32,2.68,-3.40407408949102
26,1,32,2.7,-2.55485343737047
26,1,32,2.72,-1.96312019867508
26,1,32,2.74,-1.56203145211436
26,1,32,2.76,-1.28804245726272
26,1,32,2.78,-1.09720989244144
26,1,32,2.8,-0.961358357321229
26,2,32,1.8,-0.197752091309347
26,2,32,1.82,-0.203194875272206
26,2,32,1.84,-0.208827385066978
26,2,32,1.86,-0.214661045274977
26,2,32,1.88,-0.220709217807042
26,2,32,1.9,-0.226987423369386
26,2,32,1.92,-0.233513613199287
26,2,32,1.94,-0.240308502277772
26,2,32,1.96,-0.2473959781783
26,2,32,1.98,-0.254803603540174
26,2,32,2,-0.262563235159279
26,2,32,2.02,-0.270711789276252
26,2,32,2.04,-0.279292191381385
26,2,32,2.06,-0.288354560544428
26,2,32,2.08,-0.297957694045656
26,2,32,2.1,-0.308170939547746
26,2,32,2.12,-0.319076571541575
26,2,32,2.14,-0.330772829735911
26,2,32,2.16,-0.343377834486313
26,2,32,2.18,-0.357034675823414
26,2,32,2.2,-0.371918089592256
26,2,32,2.22,-0.388243304243585
26,2,32,2.24,-0.406277892346561
26,2,32,2.26,-0.426357835310382
26,2,32,2.28,-0.448909577850177
26,2,32,2.3,-0.47448072433462
26,2,32,2.32,-0.503783401528245
26,2,32,2.34,-0.53775650095501
26,2,32,2.36,-0.577656567654978
26,2,32,2.38,-0.625192975706181
26,2,32,2.4,-0.682732906335797
26,2,32,2.42,-0.753618492237496
26,2,32,2.44,-0.842667488475786
26,2,32,2.46,-0.956978530642856
26,2,32,2.48,-1.10724431629786
26,2,32,2.5,-1.30989661479814
26,2,32,2.52,-1.59050879772454
26,2,32,2.54,-1.98857808287017
26,2,32,2.56,-2.56125596769457
26,2,32,2.58,-3.37140967713594
26,2,32,2.6,-4.40350626696417
26,2,32,2.62,-5.31033911017705
26,2,32,2.64,-5.35804579493888
26,2,32,2.66,-4.47668716654333
26,2,32,2.68,-3.40407408949102
26,2,32,2.7,-2.55485343737047
26,2,32,2.72,-1.96312019867508
26,2,32,2.74,-1.56203145211436
26,2,32,2.76,-1.28804245726272
26,2,32,2.78,-1.09720989244144
26,2,32,2.8,-0.961358357321229
26,3,32,1.8,-0.197752091309347
26,3,32,1.82,-0.203194875272206
26,3,32,1.84,-0.208827385066978
26,3,32,1.86,-0.214661045274977
26,3,32,1.88,-0.220709217807042
26,3,32,1.9,-0.226987423369386
26,3,32,1.92,-0.233513613199287
26,3,32,1.94,-0.240308502277772
26,3,32,1.96,-0.2473959781783
26,3,32,1.98,-0.254803603540174
26,3,32,2,-0.262563235159279
26,3,32,2.02,-0.270711789276252
26,3,32,2.04,-0.279292191381385
26,3,32,2.06,-0.288354560544428
26,3,32,2.08,-0.297957694045656
26,3,32,2.1,-0.308170939547746
26,3,32,2.12,-0.319076571541575
26,3,32,2.14,-0.330772829735911
26,3,32,2.16,-0.343377834486313
26,3,32,2.18,-0.357034675823414
26,3,32,2.2,-0.371918089592256
26,3,32,2.22,-0.388243304243585
26,3,32,2.24,-0.406277892346561
26,3,32,2.26,-0.426357835310382
26,3,32,2.28,-0.448909577850177
26,3,32,2.3,-0.47448072433462
26,3,32,2.32,-0.503783401528245
26,3,32,2.34,-0.53775650095501
26,3,32,2.36,-0.577656567654978
26,3,32,2.38,-0.625192975706181
26,3,32,2.4,-0.682732906335797
26,3,32,2.42,-0.753618492237496
26,3,32,2.44,-0.842667488475786
26,3,32,2.46,-0.956978530642856
26,3,32,2.48,-1.10724431629786
26,3,32,2.5,-1.30989661479814
26,3,32,2.52,-1.59050879772454
26,3,32,2.54,-1.98857808287017
26,3,32,2.56,-2.56125596769457
26,3,32,2.58,-3.37140967713594
26,3,32,2.6,-4.40350626696417
26,3,32,2.62,-5.31033911017705
26,3,32,2.64,-5.35804579493888
26,3,32,2.66,-4.47668716654333
26,3,32,2.68,-3.40407408949102
26,3,32,2.7,-2.55485343737047
26,3,32,2.72,-1.96312019867508
26,3,32,2.74,-1.56203145211436
26,3,32,2.76,-1.28804245726272
26,3,32,2.78,-1.09720989244144
26,3,32,2.8,-0.961358357321229
26,4,32,1.8,-0.197752091309347
26,4,32,1.82,-0.203194875272206
26,4,32,1.84,-0.208827385066978
26,4,32,1.86,-0.214661045274977
26,4,32,1.88,-0.220709217807042
26,4,32,1.9,-0.226987423369386
26,4,32,1.92,-0.233513613199287
26,4,32,1.94,-0.240308502277772
26,4,32,1.96,-0.2473959781783
26,4,32,1.98,-0.254803603540174
26,4,32,2,-0.262563235159279
26,4,32,2.02,-0.270711789276252
26,4,32,2.04,-0.279292191381385
26,4,32,2.06,-0.288354560544428
26,4,32,2.08,-0.297957694045656
26,4,32,2.1,-0.308170939547746
26,4,32,2.12,-0.319076571541575
26,4,32,2.14,-0.330772829735911
26,4,32,2.16,-0.343377834486313
26,4,32,2.18,-0.357034675823414
26,4,32,2.2,-0.371918089592256
26,4,32,2.22,-0.388243304243585
26,4,32,2.24,-0.406277892346561
26,4,32,2.26,-0.426357835310382
26,4,32,2.28,-0.448909577850177
26,4,32,2.3,-0.47448072433462
26,4,32,2.32,-0.503783401528245
26,4,32,2.34,-0.53775650095501
26,4,32,2.36,-0.577656567654978
26,4,32,2.38,-0.625192975706181
26,4,32,2.4,-0.682732906335797
26,4,32,2.42,-0.753618492237496
26,4,32,2.44,-0.842667488475786
26,4,32,2.46,-0.956978530642856
26,4,32,2.48,-1.10724431629786
26,4,32,2.5,-1.30989661479814
26,4,32,2.52,-1.59050879772454
26,4,32,2.54,-1.98857808287017
26,4,32,2.56,-2.56125596769457
26,4,32,2.58,-3.37140967713594
26,4,32,2.6,-4.40350626696417
26,4,32,2.62,-5.31033911017705
26,4,32,2.64,-5.35804579493888
26,4,32,2.66,-4.47668716654333
26,4,32,2.68,-3.40407408949102
26,4,32,2.7,-2.55485343737047
26,4,32,2.72,-1.96312019867508
26,4,32,2.74,-1.56203145211436
26,4,32,2.76,-1.28804245726272
26,4,32,2.78,-1.09720989244144
26,4,32,2.8,-0.961358357321229
26,5,32,1.8,-0.197752091309347
26,5,32,1.82,-0.203194875272206
26,5,32,1.84,-0.208827385066978
26,5,32,1.86,-0.214661045274977
26,5,32,1.88,-0.220709217807042
26,5,32,1.9,-0.226987423369386
26,5,32,1.92,-0.233513613199287
26,5,32,1.94,-0.240308502277772
26,5,32,1.96,-0.2473959781783
26,5,32,1.98,-0.254803603540174
26,5,32,2,-0.262563235159279
26,5,32,2.02,-0.270711789276252
26,5,32,2.04,-0.279292191381385
26,5,32,2.06,-0.288354560544428
26,5,32,2.08,-0.297957694045656
26,5,32,2.1,-0.308170939547746
26,5,32,2.12,-0.319076571541575
26,5,32,2.14,-0.330772829735911
26,5,32,2.16,-0.343377834486313
26,5,32,2.18,-0.357034675823414
26,5,32,2.2,-0.371918089592256
26,5,32,2.22,-0.388243304243585
26,5,32,2.24,-0.406277892346561
26,5,32,2.26,-0.426357835310382
26,5,32,2.28,-0.448909577850177
26,5,32,2.3,-0.47448072433462
26,5,32,2.32,-0.503783401528245
26,5,32,2.34,-0.53775650095501
26,5,32,2.36,-0.577656567654978
26,5,32,2.38,-0.625192975706181
26,5,32,2.4,-0.682732906335797
26,5,32,2.42,-0.753618492237496
26,5,32,2.44,-0.842667488475786
26,5,32,2.46,-0.956978530642856
26,5,32,2.48,-1.10724431629786
26,5,32,2.5,-1.30989661479814
26,5,32,2.52,-1.59050879772454
26,5,32,2.54,-1.98857808287017
26,5,32,2.56,-2.56125596769457
26,5,32,2.58,-3.37140967713594
26,5,32,2.6,-4.40350626696417
26,5,32,2.62,-5.31033911017705
26,5,32,2.64,-5.35804579493888
26,5,32,2.66,-4.47668716654333
26,5,32,2.68,-3.40407408949102
26,5,32,2.7,-2.55485343737047
26,5,32,2.72,-1.96312019867508
26,5,32,2.74,-1.56203145211436
26,5,32,2.76,-1.28804245726272
26,5,32,2.78,-1.09720989244144
26,5,32,2.8,-0.961358357321229
26.5,0,32,1.8,-0.199049780077422
26.5,0,32,1.82,-0.204690094087146
26.5,0,32,1.84,-0.210548243817109
26.5,0,32,1.86,-0.216639157615688
26.5,0,32,1.88,-0.222980398898231
26.5,0,32,1.9,-0.229592509774798
26.5,0,32,1.92,-0.236499432021944
26.5,0,32,1.94,-0.243729023624666
26.5,0,32,1.96,-0.251313694162833
26.5,0,32,1.98,-0.259291188950133
26.5,0,32,2,-0.267705560617534
26.5,0,32,2.02,-0.276608378558269
26.5,0,32,2.04,-0.286060242434865
26.5,0,32,2.06,-0.296132687384857
26.5,0,32,2.08,-0.306910597948903
26.5,0,32,2.1,-0.318495288433056
26.5,0,32,2.12,-0.331008464344762
26.5,0,32,2.14,-0.344597360081012
26.5,0,32,2.16,-0.359441463339905
26.5,0,32,2.18,-0.375761403848943
26.5,0,32,2.2,-0.393830829496818
26.5,0,32,2.22,-0.413992458706089
26.5,0,32,2.24,-0.436680051047257
26.5,0,32,2.26,-0.462448888143156
26.5,0,32,2.28,-0.492018685412693
26.5,0,32,2.3,-0.526334968686715
26.5,0,32,2.32,-0.566658375054642
26.5,0,32,2.34,-0.614696995941296
26.5,0,32,2.36,-0.67280640966828
26.5,0,32,2.38,-0.744298394725805
26.5,0,32,2.4,-0.833927786448142
26.5,0,32,2.42,-0.948676983767272
26.5,0,32,2.44,-1.09904503287034
26.5,0,32,2.46,-1.30119443382551
26.5,0,32,2.48,-1.58051761078439
26.5,0,32,2.5,-1.97730208549134
26.5,0,32,2.52,-2.55419896346658
26.5,0,32,2.54,-3.39823409800647
26.5,0,32,2.56,-4.57714472969579
26.5,0,32,2.58,-5.90910295720653
26.5,0,32,2.6,-6.53040060537144
26.5,0,32,2.62,-5.7398364802437
26.5,0,32,2.64,-4.37584744487248
26.5,0,32,2.66,-3.22810191733063
26.5,0,32,2.68,-2.42511778990583
26.5,0,32,2.7,-1.88573983447542
26.5,0,32,2.72,-1.52133942860631
26.5,0,32,2.74,-1.27005445062246
26.5,0,32,2.76,-1.09259825670577
26.5,0,32,2.78,-0.964384467919139
26.5,0,32,2.8,-0.869842298890618
26.5,1,32,1.8,-0.199049780077422
26.5,1,32,1.82,-0.204690094087146
26.5,1,32,1.84,-0.210548243817109
26.5,1,32,1.86,-0.216639157615688
26.5,1,32,1.88,-0.222980398898231
26.5,1,32,1.9,-0.229592509774798
26.5,1,32,1.92,-0.236499432021944
26.5,1,32,1.94,-0.243729023624666
26.5,1,32,1.96,-0.251313694162833
26.5,1,32,1.98,-0.259291188950133
26.5,1,32,2,-0.267705560617534
26.5,1,32,2.02,-0.276608378558269
26.5,1,32,2.04,-0.286060242434865
26.5,1,32,2.06,-0.296132687384857
26.5,1,32,2.08,-0.306910597948903
26.5,1,32,2.1,-0.318495288433056
26.5,1,32,2.12,-0.331008464344762
26.5,1,32,2.14,-0.344597360081012
26.5,1,32,2.16,-0.359441463339905
26.5,1,32,2.18,-0.375761403848943
26.5,1,32,2.2,-0.393830829496818
26.5,1,32,2.22,-0.413992458706089
26.5,1,32,2.24,-0.436680051047257
26.5,1,32,2.26,-0.462448888143156
26.5,1,32,2.28,-0.492018685412693
26.5,1,32,2.3,-0.526334968686715
26.5,1,32,2.32,-0.566658375054642
26.5,1,32,2.34,-0.614696995941296
26.5,1,32,2.36,-0.67280640966828
26.5,1,32,2.38,-0.744298394725805
26.5,1,32,2.4,-0.833927786448142
26.5,1,32,2.42,-0.948676983767272
26.5,1,32,2.44,-1.09904503287034
26.5,1,32,2.46,-1.30119443382551
26.5,1,32,2.48,-1.58051761078439
26.5,1,32,2.5,-1.97730208549134
26.5,1,32,2.52,-2.55419896346658
26.5,1,32,2.54,-3.39823409800647
26.5,1,32,2.56,-4.57714472969579
26.5,1,32,2.58,-5.90910295720653
26.5,1,32,2.6,-6.53040060537144
26.5,1,32,2.62,-5.7398364802437
26.5,1,32,2.64,-4.37584744487248
26.5,1,32,2.66,-3.22810191733063
26.5,1,32,2.68,-2.42511778990583
26.5,1,32,2.7,-1.88573983447542
26.5,1,32,2.72,-1.52133942860631
26.5,1,32,2.74,-1.27005445062246
26.5,1,32,2.76,-1.09259825670577
26.5,1,32,2.78,-0.964384467919139
26.5,1,32,2.8,-0.869842298890618
26.5,2,32,1.8,-0.199049780077422
26.5,2,32,1.82,-0.204690094087146
26.5,2,32,1.84,-0.210548243817109
26.5,2,32,1.86,-0.216639157615688
26.5,2,32,1.88,-0.222980398898231
26.5,2,32,1.9,-0.229592509774798
26.5,2,32,1.92,-0.236499432021944
26.5,2,32,1.94,-0.243729023624666
26.5,2,32,1.96,-0.251313694162833
26.5,2,32,1.98,-0.259291188950133
26.5,2,32,2,-0.267705560617534
26.5,2,32,2.02,-0.276608378558269
26.5,2,32,2.04,-0.286060242434865
26.5,2,32,2.06,-0.296132687384857
26.5,2,32,2.08,-0.306910597948903
26.5,2,32,2.1,-0.318495288433056
26.5,2,32,2.12,-0.331008464344762
26.5,2,32,2.14,-0.344597360081012
26.5,2,32,2.16,-0.359441463339905
26.5,2,32,2.18,-0.375761403848943
26.5,2,32,2.2,-0.393830829496818
26.5,2,32,2.22,-0.413992458706089
26.5,2,32,2.24,-0.436680051047257
26.5,2,32,2.26,-0.462448888143156
26.5,2,32,2.28,-0.492018685412693
26.5,2,32,2.3,-0.526334968686715
26.5,2,32,2.32,-0.566658375054642
26.5,2,32,2.34,-0.614696995941296
26.5,2,32,2.36,-0.67280640966828
26.5,2,32,2.38,-0.744298394725805
26.5,2,32,2.4,-0.833927786448142
26.5,2,32,2.42,-0.948676983767272
26.5,2,32,2.44,-1.09904503287034
26.5,2,32,2.46,-1.30119443382551
26.5,2,32,2.48,-1.58051761078439
26.5,2,32,2.5,-1.97730208549134
26.5,2,32,2.52,-2.55419896346658
26.5,2,32,2.54,-3.39823409800647
26.5,2,32,2.56,-4.57714472969579
26.5,2,32,2.58,-5.90910295720653
26.5,2,32,2.6,-6.53040060537144
26.5,2,32,2.62,-5.7398364802437
26.5,2,32,2.64,-4.37584744487248
26.5,2,32,2.66,-3.22810191733063
26.5,2,32,2.68,-2.42511778990583
26.5,2,32,2.7,-1.88573983447542
26.5,2,32,2.72,-1.52133942860631
26.5,2,32,2.74,-1.27005445062246
26.5,2,32,2.76,-1.09259825670577
26.5,2,32,2.78,-0.964384467919139
26.5,2,32,2.8,-0.869842298890618
26.5,3,32,1.8,-0.199049780077422
26.5,3,32,1.82,-0.204690094087146
26.5,3,32,1.84,-0.210548243817109
26.5,3,32,1.86,-0.216639157615688
26.5,3,32,1.88,-0.222980398898231
26.5,3,32,1.9,-0.229592509774798
26.5,3,32,1.92,-0.236499432021944
26.5,3,32,1.94,-0.243729023624666
26.5,3,32,1.96,-0.251313694162833
26.5,3,32,1.98,-0.259291188950133
26.5,3,32,2,-0.267705560617534
26.5,3,32,2.02,-0.276608378558269
26.5,3,32,2.04,-0.286060242434865
26.5,3,32,2.06,-0.296132687384857
26.5,3,32,2.08,-0.306910597948903
26.5,3,32,2.1,-0.318495288433056
26.5,3,32,2.12,-0.331008464344762
26.5,3,32,2.14,-0.344597360081012
26.5,3,32,2.16,-0.359441463339905
26.5,3,32,2.18,-0.375761403848943
26.5,3,32,2.2,-0.393830829496818
26.5,3,32,2.22,-0.413992458706089
26.5,3,32,2.24,-0.436680051047257
26.5,3,32,2.26,-0.462448888143156
26.5,3,32,2.28,-0.492018685412693
26.5,3,32,2.3,-0.526334968686715
26.5,3,32,2.32,-0.566658375054642
26.5,3,32,2.34,-0.614696995941296
26.5,3,32,2.36,-0.67280640966828
26.5,3,32,2.38,-0.744298394725805
26.5,3,32,2.4,-0.833927786448142
26.5,3,32,2.42,-0.948676983767272
26.5,3,32,2.44,-1.09904503287034
26.5,3,32,2.46,-1.30119443382551
26.5,3,32,2.48,-1.58051761078439
26.5,3,32,2.5,-1.97730208549134
26.5,3,32,2.52,-2.55419896346658
26.5,3,32,2.54,-3.39823409800647
26.5,3,32,2.56,-4.57714472969579
26.5,3,32,2.58,-5.90910295720653
26.5,3,32,2.6,-6.53040060537144
26.5,3,32,2.62,-5.7398364802437
26.5,3,32,2.64,-4.37584744487248
26.5,3,32,2.66,-3.22810191733063
26.5,3,32,2.68,-2.42511778990583
26.5,3,32,2.7,-1.88573983447542
26.5,3,32,2.72,-1.52133942860631
26.5,3,32,2.74,-1.27005445062246
26.5,3,32,2.76,-1.09259825670577
26.5,3,32,2.78,-0.964384467919139
26.5,3,32,2.8,-0.869842298890618
26.5,4,32,1.8,-0.199049780077422
26.5,4,32,1.82,-0.204690094087146
26.5,4,32,1.84,-0.210548243817109
26.5,4,32,1.86,-0.216639157615688
26.5,4,32,1.88,-0.222980398898231
26.5,4,32,1.9,-0.229592509774798
26.5,4,32,1.92,-0.236499432021944
26.5,4,32,1.94,-0.243729023624666
26.5,4,32,1.96,-0.251313694162833
26.5,4,32,1.98,-0.259291188950133
26.5,4,32,2,-0.267705560617534
26.5,4,32,2.02,-0.276608378558269
26.5,4,32,2.04,-0.286060242434865
26.5,4,32,2.06,-0.296132687384857
26.5,4,32,2.08,-0.306910597948903
26.5,4,32,2.1,-0.318495288433056
26.5,4,32,2.12,-0.331008464344762
26.5,4,32,2.14,-0.344597360081012
26.5,4,32,2.16,-0.359441463339905
26.5,4,32,2.18,-0.375761403848943
26.5,4,32,2.2,-0.393830829496818
26.5,4,32,2.22,-0.413992458706089
26.5,4,32,2.24,-0.436680051047257
26.5,4,32,2.26,-0.462448888143156
26.5,4,32,2.28,-0.492018685412693
26.5,4,32,2.3,-0.526334968686715
26.5,4,32,2.32,-0.566658375054642
26.5,4,32,2.34,-0.614696995941296
26.5,4,32,2.36,-0.67280640966828
26.5,4,32,2.38,-0.744298394725805
26.5,4,32,2.4,-0.833927786448142
26.5,4,32,2.42,-0.948676983767272
26.5,4,32,2.44,-1.09904503287034
26.5,4,32,2.46,-1.30119443382551
26.5,4,32,2.48,-1.58051761078439
26.5,4,32,2.5,-1.97730208549134
26.5,4,32,2.52,-2.55419896346658
26.5,4,32,2.54,-3.39823409800647
26.5,4,32,2.56,-4.57714472969579
26.5,4,32,2.58,-5.90910295720653
26.5,4,32,2.6,-6.53040060537144
26.5,4,32,2.62,-5.7398364802437
26.5,4,32,2.64,-4.37584744487248
26.5,4,32,2.66,-3.22810191733063
26.5,4,32,2.68,-2.42511778990583
26.5,4,32,2.7,-1.88573983447542
26.5,4,32,2.72,-1.52133942860631
26.5,4,32,2.74,-1.27005445062246
26.5,4,32,2.76,-1.09259825670577
26.5,4,32,2.78,-0.964384467919139
26.5,4,32,2.8,-0.869842298890618
26.5,5,32,1.8,-0.199049780077422
26.5,5,32,1.82,-0.204690094087146
26.5,5,32,1.84,-0.210548243817109
26.5,5,32,1.86,-0.216639157615688
26.5,5,32,1.88,-0.222980398898231
26.5,5,32,1.9,-0.229592509774798
26.5,5,32,1.92,-0.236499432021944
26.5,5,32,1.94,-0.243729023624666
26.5,5,32,1.96,-0.251313694162833
26.5,5,32,1.98,-0.259291188950133
26.5,5,32,2,-0.267705560617534
26.5,5,32,2.02,-0.276608378558269
26.5,5,32,2.04,-0.286060242434865
26.5,5,32,2.06,-0.296132687384857
26.5,5,32,2.08,-0.306910597948903
26.5,5,32,2.1,-0.318495288433056
26.5,5,32,2.12,-0.331008464344762
26.5,5,32,2.14,-0.344597360081012
26.5,5,32,2.16,-0.359441463339905
26.5,5,32,2.18,-0.375761403848943
26.5,5,32,2.2,-0.393830829496818
26.5,5,32,2.22,-0.413992458706089
26.5,5,32,2.24,-0.436680051047257
26.5,5,32,2.26,-0.462448888143156
26.5,5,32,2.28,-0.492018685412693
26.5,5,32,2.3,-0.526334968686715
26.5,5,32,2.32,-0.566658375054642
26.5,5,32,2.34,-0.614696995941296
26.5,5,32,2.36,-0.67280640966828
26.5,5,32,2.38,-0.744298394725805
26.5,5,32,2.4,-0.833927786448142
26.5,5,32,2.42,-0.948676983767272
26.5,5,32,2.44,-1.09904503287034
26.5,5,32,2.46,-1.30119443382551
26.5,5,32,2.48,-1.58051761078439
26.5,5,32,2.5,-1.97730208549134
26.5,5,32,2.52,-2.55419896346658
26.5,5,32,2.54,-3.39823409800647
26.5,5,32,2.56,-4.57714472969579
26.5,5,32,2.58,-5.90910295720653
26.5,5,32,2.6,-6.53040060537144
26.5,5,32,2.62,-5.7398364802437
26.5,5,32,2.64,-4.37584744487248
26.5,5,32,2.66,-3.22810191733063
26.5,5,32,2.68,-2.42511778990583
26.5,5,32,2.7,-1.88573983447542
26.5,5,32,2.72,-1.52133942860631
26.5,5,32,2.74,-1.27005445062246
26.5,5,32,2.76,-1.09259825670577
26.5,5,32,2.78,-0.964384467919139
26.5,5,32,2.8,-0.869842298890618
27,0,32,1.8,-0.202310529500172
27,0,32,1.82,-0.208446491190831
27,0,32,1.84,-0.214775532670392
27,0,32,1.86,-0.221329056602882
27,0,32,1.88,-0.228140927342152
27,0,32,1.9,-0.235248073836062
27,0,32,1.92,-0.242691217042804
27,0,32,1.94,-0.250515753670198
27,0,32,1.96,-0.25877283738873
27,0,32,1.98,-0.267520711155788
27,0,32,2,-0.276826361122631
27,0,32,2.02,-0.286767585492864
27,0,32,2.04,-0.297435603139151
27,0,32,2.06,-0.30893837038059
27,0,32,2.08,-0.32140483542084
27,0,32,2.1,-0.334990446538493
27,0,32,2.12,-0.349884354317638
27,0,32,2.14,-0.366318928616093
27,0,32,2.16,-0.384582476605489
27,0,32,2.18,-0.405036445027444
27,0,32,2.2,-0.428138991758916
27,0,32,2.22,-0.454477740017358
27,0,32,2.24,-0.484815985143068
27,0,32,2.26,-0.520158952401924
27,0,32,2.28,-0.561850500194085
27,0,32,2.3,-0.611716979466005
27,0,32,2.32,-0.67228569517062
27,0,32,2.34,-0.747124050600468
27,0,32,2.36,-0.841378456034958
27,0,32,2.38,-0.962651482392545
27,0,32,2.4,-1.12246343621582
27,0,32,2.42,-1.33873701696154
27,0,32,2.44,-1.64006372024252
27,0,32,2.46,-2.07290687336189
27,0,32,2.48,-2.71262418121628
27,0,32,2.5,-3.67369049027751
27,0,32,2.52,-5.08035061910316
27,0,32,2.54,-6.80780038045844
27,0,32,2.56,-7.72962183311879
27,0,32,2.58,-6.69223263840799
27,0,32,2.6,-4.9613665921009
27,0,32,2.62,-3.58766687660018
27,0,32,2.64,-2.66008727077714
27,0,32,2.66,-2.04891620727006
27,0,32,2.68,-1.64029491609599
27,0,32,2.7,-1.36006402008572
27,0,32,2.72,-1.16268599554084
27,0,32,2.74,-1.020201390475
27,0,32,2.76,-0.915111609583641
27,0,32,2.78,-0.83618450117904
27,0,32,2.8,-0.776017661462846
27,1,32,1.8,-0.202310529500172
27,1,32,1.82,-0.208446491190831
27,1,32,1.84,-0.214775532670392
27,1,32,1.86,-0.221329056602882
27,1,32,1.88,-0.228140927342152
27,1,32,1.9,-0.235248073836062
27,1,32,1.92,-0.242691217042804
27,1,32,1.94,-0.250515753670198
27,1,32,1.96,-0.25877283738873
27,1,32,1.98,-0.267520711155788
27,1,32,2,-0.276826361122631
27,1,32,2.02,-0.286767585492864
27,1,32,2.04,-0.297435603139151
27,1,32,2.06,-0.30893837038059
27,1,32,2.08,-0.32140483542084
27,1,32,2.1,-0.334990446538493
27,1,32,2.12,-0.349884354317638
27,1,32,2.14,-0.366318928616093
27,1,32,2.16,-0.384582476605489
27,1,32,2.18,-0.405036445027444
27,1,32,2.2,-0.428138991758916
27,1,32,2.22,-0.454477740017358
27,1,32,2.24,-0.484815985143068
27,1,32,2.26,-0.520158952401924
27,1,32,2.28,-0.561850500194085
27,1,32,2.3,-0.611716979466005
27,1,32,2.32,-0.67228569517062
27,1,32,2.34,-0.747124050600468
27,1,32,2.36,-0.841378456034958
27,1,32,2.38,-0.962651482392545
27,1,32,2.4,-1.12246343621582
27,1,32,2.42,-1.33873701696154
27,1,32,2.44,-1.64006372024252
27,1,32,2.46,-2.07290687336189
27,1,32,2.48,-2.71262418121628
27,1,32,2.5,-3.67369049027751
27,1,32,2.52,-5.08035061910316
27,1,32,2.54,-6.80780038045844
27,1,32,2.56,-7.72962183311879
27,1,32,2.58,-6.69223263840799
27,1,32,2.6,-4.9613665921009
27,1,32,2.62,-3.58766687660018
27,1,32,2.64,-2.66008727077714
27,1,32,2.66,-2.04891620727006
27,1,32,2.68,-1.64029491609599
27,1,32,2.7,-1.36006402008572
27,1,32,2.72,-1.16268599554084
27,1,32,2.74,-1.020201390475
27,1,32,2.76,-0.915111609583641
27,1,32,2.78,-0.83618450117904
27,1,32,2.8,-0.776017661462846
27,2,32,1.8,-0.202310529500172
27,2,32,1.82,-0.208446491190831
27,2,32,1.84,-0.214775532670392
27,2,32,1.86,-0.221329056602882
27,2,32,1.88,-0.228140927342152
27,2,32,1.9,-0.235248073836062
27,2,32,1.92,-0.242691217042804
27,2,32,1.94,-0.250515753670198
27,2,32,1.96,-0.25877283738873
27,2,32,1.98,-0.267520711155788
27,2,32,2,-0.276826361122631
