"l [mm]","Voltage [V]","w [mm]","Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
25,2,28.5,2.26,-0.385445017412284
25,2,28.5,2.28,-0.400887073926609
25,2,28.5,2.3,-0.417748960120761
25,2,28.5,2.32,-0.436290801136637
25,2,28.5,2.34,-0.456839690459851
25,2,28.5,2.36,-0.479811240297111
25,2,28.5,2.38,-0.505739562454395
25,2,28.5,2.4,-0.535319618087411
25,2,28.5,2.42,-0.569468031342025
25,2,28.5,2.44,-0.609411979890091
25,2,28.5,2.46,-0.656821627463142
25,2,28.5,2.48,-0.71401148999497
25,2,28.5,2.5,-0.784253274961109
25,2,28.5,2.52,-0.872272795564408
25,2,28.5,2.54,-0.985056595162426
25,2,28.5,2.56,-1.13318621954216
25,2,28.5,2.58,-1.3330685788055
25,2,28.5,2.6,-1.61062209947998
25,2,28.5,2.62,-2.00693844708348
25,2,28.5,2.64,-2.58459786983144
25,2,28.5,2.66,-3.42237285099095
25,2,28.5,2.68,-4.54017556289947
25,2,28.5,2.7,-5.60819585734109
25,2,28.5,2.72,-5.73837034604178
25,2,28.5,2.74,-4.74599351695305
25,2,28.5,2.76,-3.53759691343205
25,2,28.5,2.78,-2.60795224887483
25,2,28.5,2.8,-1.97765414789537
25,3,28.5,1.8,-0.194918026747878
25,3,28.5,1.82,-0.200064141169214
25,3,28.5,1.84,-0.205363171117865
25,3,28.5,1.86,-0.210825839029159
25,3,28.5,1.88,-0.216463539134587
25,3,28.5,1.9,-0.222288457709191
25,3,28.5,1.92,-0.228313717581791
25,3,28.5,1.94,-0.234553551484304
25,3,28.5,1.96,-0.24102350989318
25,3,28.5,1.98,-0.247740710379834
25,3,28.5,2,-0.254724137224402
25,3,28.5,2.02,-0.261995002273709
25,3,28.5,2.04,-0.269577180895639
25,3,28.5,2.06,-0.277497740609467
25,3,28.5,2.08,-0.285787584843484
25,3,28.5,2.1,-0.294482240685731
25,3,28.5,2.12,-0.30362282800327
25,3,28.5,2.14,-0.313257258687134
25,3,28.5,2.16,-0.323441730131535
25,3,28.5,2.18,-0.334242597950347
25,3,28.5,2.2,-0.345738741642868
25,3,28.5,2.22,-0.358024576767646
25,3,28.5,2.24,-0.371213923081538
25,3,28.5,2.26,-0.385445017412284
25,3,28.5,2.28,-0.400887073926609
25,3,28.5,2.3,-0.417748960120761
25,3,28.5,2.32,-0.436290801136637
25,3,28.5,2.34,-0.456839690459851
25,3,28.5,2.36,-0.479811240297111
25,3,28.5,2.38,-0.505739562454395
25,3,28.5,2.4,-0.535319618087411
25,3,28.5,2.42,-0.569468031342025
25,3,28.5,2.44,-0.609411979890091
25,3,28.5,2.46,-0.656821627463142
25,3,28.5,2.48,-0.71401148999497
25,3,28.5,2.5,-0.784253274961109
25,3,28.5,2.52,-0.872272795564408
25,3,28.5,2.54,-0.985056595162426
25,3,28.5,2.56,-1.13318621954216
25,3,28.5,2.58,-1.3330685788055
25,3,28.5,2.6,-1.61062209947998
25,3,28.5,2.62,-2.00693844708348
25,3,28.5,2.64,-2.58459786983144
25,3,28.5,2.66,-3.42237285099095
25,3,28.5,2.68,-4.54017556289947
25,3,28.5,2.7,-5.60819585734109
25,3,28.5,2.72,-5.73837034604178
25,3,28.5,2.74,-4.74599351695305
25,3,28.5,2.76,-3.53759691343205
25,3,28.5,2.78,-2.60795224887483
25,3,28.5,2.8,-1.97765414789537
25,4,28.5,1.8,-0.194918026747878
25,4,28.5,1.82,-0.200064141169214
25,4,28.5,1.84,-0.205363171117865
25,4,28.5,1.86,-0.210825839029159
25,4,28.5,1.88,-0.216463539134587
25,4,28.5,1.9,-0.222288457709191
25,4,28.5,1.92,-0.228313717581791
25,4,28.5,1.94,-0.234553551484304
25,4,28.5,1.96,-0.24102350989318
25,4,28.5,1.98,-0.247740710379834
25,4,28.5,2,-0.254724137224402
25,4,28.5,2.02,-0.261995002273709
25,4,28.5,2.04,-0.269577180895639
25,4,28.5,2.06,-0.277497740609467
25,4,28.5,2.08,-0.285787584843484
25,4,28.5,2.1,-0.294482240685731
25,4,28.5,2.12,-0.30362282800327
25,4,28.5,2.14,-0.313257258687134
25,4,28.5,2.16,-0.323441730131535
25,4,28.5,2.18,-0.334242597950347
25,4,28.5,2.2,-0.345738741642868
25,4,28.5,2.22,-0.358024576767646
25,4,28.5,2.24,-0.371213923081538
25,4,28.5,2.26,-0.385445017412284
25,4,28.5,2.28,-0.400887073926609
25,4,28.5,2.3,-0.417748960120761
25,4,28.5,2.32,-0.436290801136637
25,4,28.5,2.34,-0.456839690459851
25,4,28.5,2.36,-0.479811240297111
25,4,28.5,2.38,-0.505739562454395
25,4,28.5,2.4,-0.535319618087411
25,4,28.5,2.42,-0.569468031342025
25,4,28.5,2.44,-0.609411979890091
25,4,28.5,2.46,-0.656821627463142
25,4,28.5,2.48,-0.71401148999497
25,4,28.5,2.5,-0.784253274961109
25,4,28.5,2.52,-0.872272795564408
25,4,28.5,2.54,-0.985056595162426
25,4,28.5,2.56,-1.13318621954216
25,4,28.5,2.58,-1.3330685788055
25,4,28.5,2.6,-1.61062209947998
25,4,28.5,2.62,-2.00693844708348
25,4,28.5,2.64,-2.58459786983144
25,4,28.5,2.66,-3.42237285099095
25,4,28.5,2.68,-4.54017556289947
25,4,28.5,2.7,-5.60819585734109
25,4,28.5,2.72,-5.73837034604178
25,4,28.5,2.74,-4.74599351695305
25,4,28.5,2.76,-3.53759691343205
25,4,28.5,2.78,-2.60795224887483
25,4,28.5,2.8,-1.97765414789537
25,5,28.5,1.8,-0.194918026747878
25,5,28.5,1.82,-0.200064141169214
25,5,28.5,1.84,-0.205363171117865
25,5,28.5,1.86,-0.210825839029159
25,5,28.5,1.88,-0.216463539134587
25,5,28.5,1.9,-0.222288457709191
25,5,28.5,1.92,-0.228313717581791
25,5,28.5,1.94,-0.234553551484304
25,5,28.5,1.96,-0.24102350989318
25,5,28.5,1.98,-0.247740710379834
25,5,28.5,2,-0.254724137224402
25,5,28.5,2.02,-0.261995002273709
25,5,28.5,2.04,-0.269577180895639
25,5,28.5,2.06,-0.277497740609467
25,5,28.5,2.08,-0.285787584843484
25,5,28.5,2.1,-0.294482240685731
25,5,28.5,2.12,-0.30362282800327
25,5,28.5,2.14,-0.313257258687134
25,5,28.5,2.16,-0.323441730131535
25,5,28.5,2.18,-0.334242597950347
25,5,28.5,2.2,-0.345738741642868
25,5,28.5,2.22,-0.358024576767646
25,5,28.5,2.24,-0.371213923081538
25,5,28.5,2.26,-0.385445017412284
25,5,28.5,2.28,-0.400887073926609
25,5,28.5,2.3,-0.417748960120761
25,5,28.5,2.32,-0.436290801136637
25,5,28.5,2.34,-0.456839690459851
25,5,28.5,2.36,-0.479811240297111
25,5,28.5,2.38,-0.505739562454395
25,5,28.5,2.4,-0.535319618087411
25,5,28.5,2.42,-0.569468031342025
25,5,28.5,2.44,-0.609411979890091
25,5,28.5,2.46,-0.656821627463142
25,5,28.5,2.48,-0.71401148999497
25,5,28.5,2.5,-0.784253274961109
25,5,28.5,2.52,-0.872272795564408
25,5,28.5,2.54,-0.985056595162426
25,5,28.5,2.56,-1.13318621954216
25,5,28.5,2.58,-1.3330685788055
25,5,28.5,2.6,-1.61062209947998
25,5,28.5,2.62,-2.00693844708348
25,5,28.5,2.64,-2.58459786983144
25,5,28.5,2.66,-3.42237285099095
25,5,28.5,2.68,-4.54017556289947
25,5,28.5,2.7,-5.60819585734109
25,5,28.5,2.72,-5.73837034604178
25,5,28.5,2.74,-4.74599351695305
25,5,28.5,2.76,-3.53759691343205
25,5,28.5,2.78,-2.60795224887483
25,5,28.5,2.8,-1.97765414789537
25.5,0,28.5,1.8,-0.192495525005115
